name,summary,currency,sector,industry_group,industry,exchange,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi
WillScot Mobile Mini Holdings Corp.,"WillScot Mobile Mini Holdings Corp. provides modular space and portable storage solutions in the United States, Canada, Mexico, and the United Kingdom. The company leases various office space and storage solutions for temporary applications across a customer base in the commercial and industrial, construction, retail, education, natural resources, health care, government, transportation, security, and energy sectors. It operates a fleet of over 350,000 portable offices and storage containers. WillScot Mobile Mini Holdings Corp. is headquartered in Phoenix, Arizona.",USD,Industrials,Commercial & Professional Services,Commercial Services & Supplies,NCM,NASDAQ Capital Market,United States,AZ,Phoenix,85008,http://www.willscotmobilemini.com,Mid Cap,IE00BKSCBX74,,,,
WSFS Financial Corporation,"WSFS Financial Corporation operates as the savings and loan holding company for the Wilmington Savings Fund Society, FSB that provides various banking services in the United States. It operates through three segments: WSFS Bank, Cash Connect, and Wealth Management. It offers various deposit products, including savings accounts, demand deposits, interest-bearing demand deposits, money market deposit accounts, and certificates of deposit, as well as accepts jumbo certificates of deposit from individuals, businesses, and municipalities. The company also provides a range of loans, which comprise fixed and adjustable rate residential loans; commercial real estate mortgage loans; commercial construction loans to developers; commercial loans for working capital, financing equipment and real estate acquisitions, business expansion, and other business purposes; and consumer credit products, such as home improvement, automobile, and other secured and unsecured personal installment loans, as well as home equity lines and unsecured lines of credit, and government-insured reverse mortgages. In addition, it offers various third-party investment and insurance products, such as single-premium annuities, whole life policies, and securities; investment advisory services to high net worth individuals and institutions; mortgage and title services; and leases small equipment and fixed assets, as well as cash management, trust, and wealth management services. Further, the company provides ATM vault cash, smart safe, and other cash logistics services; and online reporting and ATM cash management, predictive cash ordering and reconcilement services, armored carrier management, loss protection, ATM processing equipment sales, and deposit safe cash logistics services. As of December 31, 2020, it operated 112 offices, including 52 in Pennsylvania, 42 in Delaware, 16 in New Jersey, 1 in Virginia, and 1 in Nevada. The company was founded in 1832 and is headquartered in Wilmington, Delaware.",USD,Financials,Banks,Banks,NMS,NASDAQ Global Select,United States,DE,Wilmington,19801,http://www.wsfsbank.com,Mid Cap,,,,,
"Williams-Sonoma, Inc.","Williams-Sonoma, Inc. operates as an omni-channel specialty retailer of various products for home. It offers cooking, dining, and entertaining products, such as cookware, tools, electrics, cutlery, tabletop and bar, outdoor, furniture, and a library of cookbooks under the Williams Sonoma brand, as well as home furnishings and decorative accessories under the Williams Sonoma Home brand; and furniture, bedding, lighting, rugs, table essentials, and decorative accessories under the Pottery Barn brand. The company also provides home decor products under the West Elm brand; kids' furniture and accessories, such as bedding, bath accessories, cribs, classic toys, and luggage and lunch bags under the Pottery Barn Kids brand; and a line of furniture and accessories for teen bedrooms, study and lounge spaces, and college dorm rooms under the Pottery Barn Teen brand. In addition, it offers a range of assortments of lighting, hardware, furniture, and home dÃ©cor inspired by history under the Rejuvenation brand; and women's and men's accessories, small leather goods, jewelry, key item apparel, paper, entertaining and bar, home dÃ©cor, and seasonal items under the Mark and Graham brand, as well as operates a 3-D imaging and augmented reality platform for the home furnishings and dÃ©cor industry. The company markets its products through e-commerce websites, direct-mail catalogs, and retail stores. As of January 31, 2021, it operated 581 stores comprising 538 stores in 42 states, Washington, D.C., and Puerto Rico; 21 stores in Canada; 19 stores in Australia; 3 stores in the United Kingdom; and 136 franchised stores, as well as e-commerce websites in various countries in the Middle East, the Philippines, Mexico, and South Korea. Williams-Sonoma, Inc. was founded in 1956 and is headquartered in San Francisco, California.",USD,Consumer Discretionary,Retailing,Specialty Retail,NYQ,New York Stock Exchange,United States,CA,San Francisco,94109,http://www.williams-sonomainc.com,Large Cap,US9699041011,969904101,BBG000FSMZ72,BBG000FSMWC3,BBG001SBW7S1
"Watsco, Inc.","Watsco, Inc., together with its subsidiaries, distributes air conditioning, heating, and refrigeration equipment; and related parts and supplies in the United States, Canada, Mexico, and Puerto Rico. It offers residential ducted and ductless air conditioners, including gas, electric, and oil furnaces; commercial air conditioning and heating equipment systems; and other specialized equipment. The company also provides parts comprising replacement compressors, evaporator coils, motors, and other component parts; and supplies, such as thermostats, insulation materials, refrigerants, ductworks, grills, registers, sheet metals, tools, copper tubing, concrete pads, tapes, adhesives, and other ancillary supplies, as well as plumbing and bathroom remodeling supplies. It serves contractors and dealers that service the replacement and new construction markets for residential and light commercial central air conditioning, heating, and refrigeration systems. In addition, the company exports its products to Latin America and the Caribbean Basin. Watsco, Inc. was founded in 1945 and is headquartered in Miami, Florida.",USD,Industrials,Capital Goods,Trading Companies & Distributors,NYQ,New York Stock Exchange,United States,FL,Miami,33133,http://www.watsco.com,Large Cap,,,BBG000DJN962,BBG000DJN7L9,BBG001S82CQ2
"Watsco, Inc.","Watsco, Inc., together with its subsidiaries, distributes air conditioning, heating, and refrigeration equipment; and related parts and supplies in the United States, Canada, Mexico, and Puerto Rico. It offers residential ducted and ductless air conditioners, including gas, electric, and oil furnaces; commercial air conditioning and heating equipment systems; and other specialized equipment. The company also provides parts comprising replacement compressors, evaporator coils, motors, and other component parts; and supplies, such as thermostats, insulation materials, refrigerants, ductworks, grills, registers, sheet metals, tools, copper tubing, concrete pads, tapes, adhesives, and other ancillary supplies, as well as plumbing and bathroom remodeling supplies. It serves contractors and dealers that service the replacement and new construction markets for residential and light commercial central air conditioning, heating, and refrigeration systems. In addition, the company exports its products to Latin America and the Caribbean Basin. Watsco, Inc. was founded in 1945 and is headquartered in Miami, Florida.",USD,Industrials,Capital Goods,Trading Companies & Distributors,NYQ,New York Stock Exchange,United States,FL,Miami,33133,http://www.watsco.com,Large Cap,,,,,
"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc. designs and produces containment and delivery systems for injectable drugs and healthcare products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Proprietary Products and Contract-Manufactured Products. The Proprietary Products segment offers stoppers and seals for injectable packaging systems; syringe and cartridge components, including custom solutions for the needs of injectable drug applications, as well as administration systems that enhance the safe delivery of drugs through advanced reconstitution, mixing, and transfer technologies; and films, coatings, washing, and vision inspection and sterilization processes and services to enhance the quality of packaging components. It also provides drug containment solutions, including Crystal Zenith, a cyclic olefin polymer in the form of vials, syringes, and cartridges; and self-injection devices, as well as a range of integrated solutions, including analytical lab services, pre-approval primary packaging support and engineering development, regulatory expertise, and after-sales technical support. This segment serves biologic, generic, and pharmaceutical drug companies. The Contract-Manufactured Products segment is involved in the design, manufacture, and automated assembly of devices used in surgical, diagnostic, ophthalmic, injectable, and other drug delivery systems, as well as consumer products. It serves pharmaceutical, diagnostic, and medical device companies. The company distributes its products through its sales force and distribution network, as well as contract sales agents and regional distributors. West Pharmaceutical Services, Inc. was incorporated in 1923 and is headquartered in Exton, Pennsylvania.",USD,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,NYQ,New York Stock Exchange,United States,PA,Exton,19341-0645,http://www.westpharma.com,Large Cap,US9553061055,955306105,BBG000BX26F2,BBG000BX24N8,BBG001S5XK22
Wintrust Financial Corporation,"Wintrust Financial Corporation operates as a financial holding company. It operates in three segments: Community Banking, Specialty Finance, and Wealth Management. The Community Banking segment offers non-interest bearing deposits, non-brokered interest-bearing transaction accounts, and savings and domestic time deposits; home equity, consumer, and real estate loans; safe deposit facilities; and automatic teller machine (ATM), online and mobile banking, and other services. It also engages in the retail origination and purchase of residential mortgages for sale into the secondary market; and provision of lending, deposits, and cash management services to condominium, homeowner, and community associations, as well as asset-based lending for middle-market companies. In addition, this segment offers loan and deposit services to mortgage brokerage companies; lending to restaurant franchisees; direct leasing; small business administration loans; commercial mortgages and construction loans; and financial solutions. It provides personal and commercial banking services primarily to individuals, small to mid-sized businesses, local governmental units, and institutional clients. The Specialty Finance segment offers commercial and life insurance premiums financing for businesses and individuals; accounts receivable financing, value-added, and out-sourced administrative services; and other specialty finance services, as well as data processing of payrolls, billing, and cash management services to temporary staffing industry. The Wealth Management segment provides trust and investment, asset management, tax-deferred exchange, securities brokerage, and retirement plan services. The company operates 181 banking facilities and 229 ATMs in the Chicago metropolitan area, southern Wisconsin, northwest Indiana, and Florida. Wintrust Financial Corporation was founded in 1991 and is headquartered in Rosemont, Illinois.",USD,Financials,Banks,Banks,NMS,NASDAQ Global Select,United States,IL,Rosemont,60018,http://www.wintrust.com,Mid Cap,,,,,
"White Mountains Insurance Group, Ltd.","White Mountains Insurance Group, Ltd., through its subsidiaries, provides insurance services in the United States. The company operates through four segments: HG Global/BAM, NSM, Kudu, and Other Operations. The HG Global/BAM segment provides insurance on municipal bonds issued to finance public purposes, such as schools, utilities, and transportation facilities, as well as reinsurance protection services. The NSM segment operates as a general underwriting agency and program administrator for specialty property and casualty insurance to various sectors, such as specialty transportation, real estate, social services, and pet. The Kudu segment provides capital solutions to boutique asset and wealth managers for generational ownership transfers, management buyouts, acquisitions, growth finances, and legacy partner liquidity. The Other Operations segment offers insurance solutions to travel industry through broker channel; and manages separate accounts and pooled investment vehicles for insurance-linked securities sectors, including catastrophe bonds, collateralized reinsurance investments, and industry loss warranties of third-party clients. This segment also operates MediaAlpha, a customer acquisition technology platform that facilitates real-time transactions between buyers and sellers of consumer referrals primarily in the property and casualty, health, and life insurance verticals. White Mountains Insurance Group, Ltd. was incorporated in 1980 and is headquartered in Hamilton, Bermuda.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,Bermuda,,Hamilton,HM 11,http://www.whitemountains.com,Mid Cap,,,,,
"Essential Utilities, Inc.","Essential Utilities, Inc., through its subsidiaries, operates regulated utilities that provide water, wastewater, or natural gas services in the United States. It offers water services through operating and maintenance contracts with municipal authorities and other parties. The company also provides non-utility raw water supply services for firms in the natural gas drilling industry; and water and sewer line protection solutions, and repair services to households through a third-party. It serves approximately 5 million residential water, commercial water, fire protection, industrial water, wastewater, and other water and utility customers in Pennsylvania, Ohio, Texas, Illinois, North Carolina, New Jersey, Indiana, Virginia, West Virginia, and Kentucky under the Aqua and Peoples brands. The company was formerly known as Aqua America, Inc. and changed its name to Essential Utilities, Inc. in February 2020. Essential Utilities, Inc. was founded in 1886 and is headquartered in Bryn Mawr, Pennsylvania.",USD,Utilities,Utilities,Water Utilities,NYQ,New York Stock Exchange,United States,PA,Bryn Mawr,19010-3489,http://www.essential.co,Large Cap,US29670G1022,29670G102,BBG000BRMLK4,BBG000BRMJN6,BBG001S5VFD3
"Aqua America, Inc.",,USD,,,,NYQ,New York Stock Exchange,,,,,,Mid Cap,,,,,
"Watts Water Technologies, Inc.","Watts Water Technologies, Inc. designs, manufactures, and sells products and systems that manage and conserve the flow of fluids and energy into, through and out of buildings in the commercial and residential markets in the Americas, Europe, the Asia-Pacific, the Middle East, and Africa. The company offers residential and commercial flow control products, including backflow preventers, water pressure regulators, temperature and pressure relief valves, and thermostatic mixing valves. It also provides heating, ventilation, and air conditioning and gas products, such as boilers, water heaters, and heating solution; hydronic and electric heating systems for under-floor radiant applications; custom heat and hot water solutions; hydronic pump groups for boiler manufacturers and alternative energy control packages; and flexible stainless steel connectors for natural and liquid propane gas in commercial food service and residential applications. In addition, the company offers drainage and water re-use products comprising drainage products and engineered rain water harvesting solutions for commercial, industrial, marine, and residential applications; and water quality products that include point-of-use and point-of-entry water filtration, conditioning, and scale prevention systems for commercial and residential applications. Further, it provides smart mixing system under the IntelliStation name; thermostat with home automation voice recognition capabilities under the Invita name; and platinum boiler under the AERCO Benchmark name. The company sells its products to plumbing, heating, and mechanical wholesale distributors and dealers, as well as original equipment manufacturers, specialty product distributors, do-it-yourself chains, and retail chains; and directly to wholesalers and private label accounts. Watts Water Technologies, Inc. was founded in 1874 and is headquartered in North Andover, Massachusetts.",USD,Industrials,Capital Goods,Machinery,NYQ,New York Stock Exchange,United States,MA,North Andover,01845-6098,http://www.watts.com,Mid Cap,US9427491025,942749102,BBG000C4Z7X7,BBG000C4Z6C2,BBG001S6N6Y7
Willis Towers Watson Public Limited Company Ordinary Shares,,USD,Financials,Insurance,Insurance,NMS,NASDAQ Global Select,United Kingdom,,,,,Large Cap,,,,,
The Western Union Company,"The Western Union Company provides money movement and payment services worldwide. It operates in two segments, Consumer-to-Consumer and Business Solutions. The Consumer-to-Consumer segment facilitates money transfers between two consumers, primarily through a network of third-party agents and sub-agents. This segment offers international cross-border transfers and intra-country transfers, as well as money transfer transactions through websites and mobile devices. The Business Solutions segment provides payment and foreign exchange solutions, primarily cross-border and cross-currency transactions for small and medium size enterprises, other organizations, and individuals; and foreign currency forward and option contracts. The company also offers bill payment services that facilitates payments from consumers to businesses and other organizations, as well as offers money order and other services. It serves primarily through a network of agents. The Western Union Company was founded in 1851 and is headquartered in Denver, Colorado.",USD,Financials,Diversified Financials,Consumer Finance,NYQ,New York Stock Exchange,United States,CO,Denver,80237,http://www.westernunion.com,Mid Cap,US9598021098,959802109,BBG000BB55B3,BBG000BB5373,BBG001SR0YK0
TeraWulf Inc. Common Stock,,USD,Financials,Diversified Financials,Capital Markets,NMS,NASDAQ Global Select,United States,,,,,Mid Cap,,,,,
"Woodward, Inc.","Woodward, Inc. designs, manufactures, and services control solutions for the aerospace and industrial markets worldwide. The company operates in two segments, Aerospace and Industrial. The Aerospace segment offers fuel pumps, metering units, actuators, air valves, specialty valves, fuel nozzles, and thrust reverser actuation systems for turbine engines and nacelles; and flight deck controls, actuators, servo controls, and motors and sensors for aircraft that are used on commercial and private aircraft and rotorcraft, as well as on military fixed-wing aircraft and rotorcraft, guided weapons, and other defense systems. It also provides aftermarket maintenance, repair and overhaul, and other services to commercial airlines, repair facilities, military depots, third party repair shops, and other end users. This segment sells its products to original equipment manufacturers (OEMs), tier-one suppliers, and various contractors, as well as through aftermarket sales of components, such as provisioning spares or replacements, and spare parts. The Industrial segment designs, produces, and services systems and products for the management of fuel, air, fluids, gases, motion, combustion, and electricity. Its products include actuators, valves, pumps, fuel injection systems, solenoids, ignition systems, speed controls, electronics and software, power converters, sensors, and other devices that measure, communicate, and protect electrical distribution systems for use in industrial gas turbines, steam turbines, reciprocating engines, electric power generation and power distribution systems, wind turbines, and compressors. This segment sells its aftermarket products, and other related services to OEMs through an independent network of distributors, as well as directly to end users. The company was founded in 1870 and is headquartered in Fort Collins, Colorado.",USD,Industrials,Capital Goods,Aerospace & Defense,NMS,NASDAQ Global Select,United States,CO,Fort Collins,80524,http://www.woodward.com,Mid Cap,,,,,
"World Wrestling Entertainment, Inc.","World Wrestling Entertainment, Inc., an integrated media and entertainment company, engages in the sports entertainment business in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. It operates through three segments: Media, Live Events, and Consumer Products. The Media segment engages in the production and monetization of long-form and short-form media content across various platforms, including WWE Network, pay television, and digital and social media, as well as filmed entertainment. The Live Events segment is involved in the sale of tickets, including primary and secondary distribution; provision of event services; and sale of travel packages related to its live events. The Consumer Products segment engages in merchandising of WWE branded products, such as video games, toys, apparels, and books through licensing arrangements and direct-to-consumer sales, as well as through e-commerce platforms. World Wrestling Entertainment, Inc. was founded in 1980 and is headquartered in Stamford, Connecticut.",USD,Communication Services,Media & Entertainment,Entertainment,NYQ,New York Stock Exchange,United States,CT,Stamford,6902,http://corporate.wwe.com,Mid Cap,US98156Q1085,98156Q108,BBG000F5YKR0,BBG000F5YH15,BBG001S7W1P6
RH,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, dÃ©cor, outdoor and garden, and child and teen furnishings. The company provides its products through its retail galleries; and Source Books, a series of catalogs, as well as online through rh.com, rhbabyandchild.com, rhteen.com, and rhmodern.com, as well as waterworks.com. As of January 30, 2021, it operated a total of 68 RH Galleries and 38 RH outlet stores in 31 states in the District of Columbia and Canada, as well as 14 Waterworks showrooms throughout the United States and the United Kingdom. The company was formerly known as Restoration Hardware Holdings, Inc. and changed its name to RH in January 2017. RH was incorporated in 2011 and is headquartered in Corte Madera, California.",USD,Consumer Discretionary,Retailing,Specialty Retail,NYQ,New York Stock Exchange,United States,CA,Corte Madera,94925,http://www.rh.com,Large Cap,US9621661043,962166104,BBG000BX3GC2,BBG000BX3BL3,BBG001S5XL11
"Wynn Resorts, Limited","Wynn Resorts, Limited designs, develops, and operates integrated resorts. Its Wynn Palace segment operates 424,000 square feet of casino space with 323 table games, 1,066 slot machines, private gaming salons, and sky casinos; a luxury hotel tower with 1,706 guest rooms, suites, and villas, including a health club, spa, salon, and pool; 14 food and beverage outlets; 107,000 square feet of retail space; 37,000 square feet of meeting and convention space; and performance lake and floral art displays. Its Wynn Macau segment operates 252,000 square feet of casino space with 331 table games, 896 slot machines, private gaming salons, sky casinos, and a poker room; two luxury hotel towers with 1,010 guest rooms and suites that include two health clubs, two spas, a salon, and a pool; 12 food and beverage outlets; 59,000 square feet of retail space; 31,000 square feet of meeting and convention space; and Chinese zodiac-inspired ceiling attractions. Its Las Vegas Operations segment operates 194,000 square feet of casino space with 209 table games, 1,737 slot machines, private gaming salons, a sky casino, a poker room, and a race and sports book; two luxury hotel towers with 4,748 guest rooms, suites, and villas, including swimming pools, private cabanas, two full service spas and salons, and a wedding chapel; 31 food and beverage outlets; 513,000 square feet of meeting and convention space; 152,000 square feet of retail space; and two theaters, three nightclubs and a beach club. Its Encore Boston Harbor segment operates 208,000 square feet of casino space with 198 table games, 1,890 slot machines, gaming areas, and a poker room; a luxury hotel tower with 671 guest rooms and suites, including a spa and salon; 16 food and beverage outlets and a nightclub; 8,000 square feet of retail space; 71,000 square feet of meeting and convention space; and a waterfront park, floral displays, and water shuttle service. The company was founded in 2002 and is based in Las Vegas, Nevada.",USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NMS,NASDAQ Global Select,United States,NV,Las Vegas,89109,http://www.wynnresorts.com,Large Cap,US9831341071,983134107,BBG000LD9X14,BBG000LD9JQ8,BBG001SJZ2V8
United States Steel Corporation,"United States Steel Corporation produces and sells flat-rolled and tubular steel products primarily in North America and Europe. It operates through three segments: North American Flat-Rolled (Flat-Rolled), U. S. Steel Europe (USSE), and Tubular Products (Tubular). The Flat-Rolled segment offers slabs, strip mill plates, sheets and tin mill products, as well as all iron ore and coke. This segment serves customers in the service center, conversion, automotive, construction, container, and appliance and electrical markets. The USSE segment provides slabs, strip mill plate, sheet, tin mill products, and spiral welded pipes, as well as refractory ceramic materials. This segment serves customers in the construction, container, appliance and electrical, service center, conversion, oil, gas, and petrochemical markets. The Tubular segment offers seamless and electric resistance welded steel casing and tubing products, as well as standard and line pipe and mechanical tubing products primarily to customers in the oil, gas, and petrochemical markets. The company also provides railroad services and real estate operations. United States Steel Corporation was founded in 1901 and is headquartered in Pittsburgh, Pennsylvania.",USD,Materials,Materials,Metals & Mining,NYQ,New York Stock Exchange,United States,PA,Pittsburgh,15219-2800,http://www.ussteel.com,Mid Cap,US9129091081,912909108,BBG000BX3W91,BBG000BX3TD3,BBG001S5XL75
Cimarex Energy Co.,"Cimarex Energy Co. operates as an independent oil and gas exploration and production company primarily in Texas, Oklahoma, and New Mexico. As of December 31, 2020, it had a total proved reserves of 531.0 million barrels of oil equivalent; 1.36 trillion cubic feet of proved gas reserves; 144.1 million barrels (MMBbls) of proved oil reserves; and 159.8 MMBbls of natural gas liquids reserves primarily located in the Permian Basin and Mid-Continent regions. The company also owned an interest in 2,765 net productive oil and gas wells. Cimarex Energy Co. was founded in 2002 and is headquartered in Denver, Colorado.",USD,Energy,Energy,"Oil, Gas & Consumable Fuels",NYQ,New York Stock Exchange,United States,CO,Denver,80203-4537,http://www.cimarex.com,Mid Cap,,,,,
Xcel Energy Inc.,"Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity. It operates through Regulated Electric Utility, Regulated Natural Gas Utility, and All Other segments. The company generates electricity through coal, nuclear, natural gas, hydroelectric, solar, biomass, oil, wood/refuse, and wind energy sources. It also purchases, transports, distributes, and sells natural gas to retail customers, as well as transports customer-owned natural gas. In addition, the company develops and leases natural gas pipelines, and storage and compression facilities; and invests in rental housing projects, as well as procures equipment for the construction of renewable generation facilities. It serves residential, commercial, and industrial customers in the portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas, and Wisconsin. The company sells electricity to approximately 3.7 million customers; and natural gas to approximately 2.1 million customers. Xcel Energy Inc. was incorporated in 1909 and is headquartered in Minneapolis, Minnesota.",USD,Utilities,Utilities,Electric Utilities,NMS,NASDAQ Global Select,United States,MN,Minneapolis,55401,http://www.xcelenergy.com,Large Cap,US98389B1008,98389B100,BBG000BCV381,BBG000BCTQ65,BBG001S7F0X8
"Xilinx, Inc.","Xilinx, Inc. designs and develops programmable devices and associated technologies worldwide. The company offers integrated circuits (ICs) in the form of programmable logic devices (PLDs), such as programmable system on chips, and three dimensional ICs; adaptive compute acceleration platform; software design tools to program the PLDs; software development environments and embedded platforms; targeted reference designs; printed circuit boards; and intellectual property (IP) core licenses covering Ethernet, memory controllers, Interlaken, and peripheral component interconnect express interfaces, as well as domain-specific IP in the areas of embedded, digital signal processing and connectivity, and market-specific IP cores. It also offers development boards; development kits, including hardware, design tools, IP, and reference designs that are designed to streamline and accelerate the development of domain-specific and market-specific applications; and configuration products comprising one-time programmable and in-system programmable storage devices to configure field programmable gate arrays. In addition, it provides design, customer training, field engineering, and technical support services. The company offers its products to electronic equipment manufacturers in sub- markets, such as data center, wireless, wireline, aerospace and defense, test and measurement, industrial, scientific and medical, automotive, audio, video and broadcast, and consumer. It sells its products through a network of independent distributors; and through direct sales to original equipment manufacturers and electronic manufacturing service providers, as well as independent sales representatives. The company has a collaboration with Kameleon Security to develop cybersecurity solution for servers, cloud computing, and data centers. Xilinx, Inc. was founded in 1984 and is headquartered in San Jose, California.",USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,NMS,NASDAQ Global Select,United States,CA,San Jose,95124,http://www.xilinx.com,Large Cap,,,,,
Acceleron Pharma Inc.,"Acceleron Pharma Inc., a biopharmaceutical company, focuses on the discovery, development, and commercialization of therapeutics to treat serious and rare diseases. It offers REBLOZYL (luspatercept-aamt), a first-in-class erythroid maturation agent, for the treatment of anemia in adult patients with beta-thalassemia and transfusion-dependent anemia. The company is also developing Sotatercept, an activin receptor type IIA fusion protein, for the treatment of patients with pulmonary arterial hypertension; ACE-1334, a pulmonary therapeutic candidate that is in Phase I clinical trials; and luspatercept-aamt for non-transfusion-dependent beta-thalassemia patients and lower-risk myelodysplastic syndrome patients. It has a license agreements with the Salk Institute for Biological Studies for the cloning of type II activin receptors; and license agreement with Fulcrum Therapeutics, Inc. to identify small molecules designed to modulate specific pathways associated with a targeted indication within the pulmonary disease space. The company was formerly known as Phoenix Pharma, Inc. Acceleron Pharma Inc. was incorporated in 2003 and is headquartered in Cambridge, Massachusetts.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,NMS,NASDAQ Global Select,United States,MA,Cambridge,2139,http://www.acceleronpharma.com,Mid Cap,,,,,
Qualtrics International Inc.,"Qualtrics International Inc. provides an experience management platform for organizations to design, manage, and improve customer, employee, product, and brand experiences of businesses. The company offers Qualtrics XM Platform, a system of action that allows organizations to design new breakthrough experiences; and continuously improve broken experiences through identifying issues, addressing the root cause, and then overhauling processes before they manifest as lower trending satisfaction scores. The company's customer experience products include digital customer experience software and voice of the customer software; and employee experience products include employee engagement software, 360-degree feedback and performance review software, and employee pulse survey software, as well as offers design experience software. Its brand experience management products include brand tracking software and advertising testing tools; product experience management products include pricing research software, market segmentation software, and concept testing tool. The company also provides experience management (XM) platform products, including XM Directory, Qualtrics iQ, and xFlow; platform security products; and survey tolls. It serves organizations in retail, healthcare, financial services, travel and hospitality, B2B, government, media, airlines, and automotive industries worldwide. The company was founded in 2002 and is headquartered in Provo, Utah. Qualtrics International Inc. operates as a subsidiary of SAP America, Inc.",USD,Information Technology,Software & Services,Software,NMS,NASDAQ Global Select,United States,UT,Provo,84604,http://www.qualtrics.com,Large Cap,US7476012015,747601201,BBG00M9BHS43,BBG00M9BHPZ5,BBG00M9BHQ01
Exxon Mobil Corporation,"Exxon Mobil Corporation explores for and produces crude oil and natural gas in the United States and internationally. It operates through Upstream, Downstream, and Chemical segments. The company is also involved in the manufacture, trade, transport, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and manufactures and sells petrochemicals, including olefins, polyolefins, aromatics, and various other petrochemicals. As of December 31, 2020, it had approximately 22,239 net operated wells with proved reserves. The company was founded in 1870 and is based in Irving, Texas.",USD,Energy,Energy,"Oil, Gas & Consumable Fuels",NYQ,New York Stock Exchange,United States,TX,Irving,75039-2298,http://corporate.exxonmobil.com,Mega Cap,,,,,
XP Inc.,"XP Inc. operates technology-driven financial services platform that provides financial products and services in Brazil. It provides securities brokerage, private pension plans, commercial, and investment banking products, such as loan operations and transactions in the foreign exchange markets and deposits; product structuring and capital markets services for corporate clients and issuers of fixed income products; advisory services for mass-affluent and institutional clients; and wealth management services for high-net-worth customers and institutional clients. The company also offers XP EducaÃ§Ã£o, an online financial education portal that offers seminars, classes, and learning tools to help teach individuals a range of topics, such as basics of investing, techniques, and investment strategies, as well as insurance brokerage services. In addition, it operates XP Platform, an open product platform that provides clients to access investment products in the market, including equity and fixed income securities, mutual and hedge funds, structured products, life insurance, pension plans, real-estate investment funds, and others. The company was founded in 2001 and is based in SÃ£o Paulo, Brazil.",USD,Financials,Diversified Financials,Capital Markets,NMS,NASDAQ Global Select,Brazil,SP,Sao Paulo,04551-065,http://www.xpinc.com,Mid Cap,KYG982391099,,BBG00QVJYHB9,BBG00QVJYGM9,BBG00QVJYHP4
XPeng Inc.,"XPeng Inc. designs, develops, manufactures, and markets smart electric vehicles in the People's Republic of China. It offers SUVs under the G3 name; and four-door sports sedan under the P7 name. The company also provides sales contract, maintenance, super charging, vehicle leasing, and ride-hailing services. XPeng Inc. was founded in 2015 and is headquartered in Guangzhou, the People's Republic of China.",USD,Consumer Discretionary,Automobiles & Components,Automobiles,NYQ,New York Stock Exchange,China,,Guangzhou,510640,http://www.xiaopeng.com,Large Cap,US98422D1054,98422D105,BBG00WKJG3Y4,BBG00WKJG3M7,BBG00WKJG3N6
"XPO Logistics, Inc.","XPO Logistics, Inc. provides supply chain solutions in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, Transportation and Logistics. The Transportation segment offers less-than-truckload (LTL) services, such as density and day-definite regional, inter-regional, and transcontinental LTL freight services through a network of tractors, trailers, professional drivers, and terminals; and truck brokerage services. This segment also provides freight brokerage services, which comprise intermodal and drayage operations that offer customers with container capacity, long-haul transportation brokered with railroads, road transportation of containers performed by independent contractors, and on-site operational services; asset-light last mile logistics services for the home delivery of heavy goods; and ancillary services. The Logistics segment provides a range of contract logistics services, including value-added warehousing and distribution, e-commerce and omnichannel fulfillment, cold-chain logistics, packaging and labeling, factory and aftermarket support, and inventory management, as well as order personalization and supply chain optimization, such as product flow management services. This segment also offers reverse logistics, which is also called returns management. It provides its services to customers in various industries, such as e-commerce and retail, food and beverage, consumer packaged goods, technology, aerospace, telecommunications, industrial and manufacturing, chemicals, agribusiness, life sciences, and healthcare. The company was founded in 2000 and is based in Greenwich, Connecticut.",USD,Industrials,Transportation,Air Freight & Logistics,NYQ,New York Stock Exchange,United States,CT,Greenwich,6831,http://www.xpo.com,Large Cap,US9837931008,983793100,BBG000L5CM84,BBG000L5CJF3,BBG001SJW3C0
